feature_avg_correlation,intrinsic_dimensionality_ratio,model_name,n_features,n_samples,out_hull_ratio,train_f1,val_f1,val_f1_in_hull,val_f1_out_hull
0.480645079906348,0.6363636363636364,2,11,81,1.0,0.78491927864548,0.6964285714285714,,0.6964285714285714
0.4853321735491418,0.6363636363636364,2,11,81,1.0,0.8000497270929778,0.8214285714285714,,0.8214285714285714
0.4974296167247749,0.5454545454545454,2,11,81,1.0,0.8117977126007357,0.45,,0.45
0.6999395540603469,0.1111111111111111,1,90,88,1.0,1.0,1.0,,1.0
0.7113221905241297,0.1111111111111111,1,90,88,1.0,1.0,0.7777777777777779,,0.7777777777777779
0.7115524844322622,0.1111111111111111,1,90,88,1.0,1.0,0.6592592592592593,,0.6592592592592593
0.7137196635295011,0.1111111111111111,1,90,88,1.0,1.0,0.8888888888888888,,0.8888888888888888
0.7008783899983088,0.1111111111111111,1,90,88,1.0,1.0,0.8888888888888888,,0.8888888888888888
0.7101689718539614,0.1111111111111111,1,90,88,1.0,1.0,0.7597883597883598,,0.7597883597883598
0.7005168562497341,0.1111111111111111,1,90,88,1.0,1.0,0.8814814814814814,,0.8814814814814814
0.7076672109227661,0.1111111111111111,1,90,88,1.0,1.0,0.8783068783068781,,0.8783068783068781
0.6954353628887636,0.1111111111111111,1,90,88,1.0,1.0,1.0,,1.0
0.7030598687612003,0.1111111111111111,1,90,88,1.0,1.0,0.75,,0.75
0.6999395540603469,0.1111111111111111,0,90,88,1.0,0.9233970517252926,0.6309523809523809,,0.6309523809523809
0.7113221905241297,0.1111111111111111,0,90,88,1.0,0.9101343839597432,0.5714285714285715,,0.5714285714285715
0.7115524844322622,0.1111111111111111,0,90,88,1.0,0.9085560243788092,0.4296296296296296,,0.4296296296296296
0.7137196635295011,0.1111111111111111,0,90,88,1.0,0.9085560243788092,0.7851851851851853,,0.7851851851851853
0.7008783899983088,0.1111111111111111,0,90,88,1.0,0.9226654732983846,0.5047619047619049,,0.5047619047619049
0.7101689718539614,0.1111111111111111,0,90,88,1.0,0.9226654732983846,0.6296296296296297,,0.6296296296296297
0.7005168562497341,0.1111111111111111,0,90,88,1.0,0.8952589604488336,0.6084656084656085,,0.6084656084656085
0.7076672109227661,0.1111111111111111,0,90,88,1.0,0.9362593271925036,0.5820105820105818,,0.5820105820105818
0.6954353628887636,0.1111111111111111,0,90,88,1.0,0.91043619216033,0.8869047619047618,,0.8869047619047618
0.7030598687612003,0.1111111111111111,0,90,88,1.0,0.8980457771983194,0.8249999999999998,,0.8249999999999998
